keep,public_any,var_name,var_label,var_def,domain,subdomain,dataset_instance
1,no,SECPOV,Proportion of the population with household income below the national income poverty line.,"The proportion of the population in the defined geographic area living in households with household income below the national income poverty line. Each country has different methods for setting their poverty line, though most use a basic needs approach that is based on a basic food basket and essential non-food basket that is unique to each country","Social, Economic, and Services Environment",Economy,SEC_Survey_v1.0
0,no,SECUNEMP,Unemployment rate among the total population 15 years or above,"Unemployment variables reflect the proportion of the labor force (SECLABFOR) 15 years of age or more (with exceptions as noted Argentina where age is 10 and over and Brasil where age is 14 and over) who are unemployed, overall and by gender. Survey results are presented in three categories: employed, unemployed, or inactive. Employed refers to those who are working for payment, whether for money, products, merchandise, benefits, and/or other remuneration for at least 1 hour during a reference time period (usually a specific week). Unemployed refers to those who are not currently employed, but that are actively seeking employment during a certain time period (usually a month reference period) and are considered part of the labor force. Inactive refers to those who are not employed or unemployed and generally consists of retirees, students, volunteers, and those engaged in personal household labor activities.","Social, Economic, and Services Environment",Economy,SEC_Survey_v1.0
1,yes,CNSFM,Proportion of women formally married among all women ages 15 to 17,Proportion of women 15 to 17 formally married among all women ages 15 to 17,"Social, Economic, and Services Environment",Gender Equity,SEC_marriage_v1.0
1,yes,CNSFMARBF18,Proportion of women formally married among all married women,Proportion of women 15 to 17 formally married among all married women,"Social, Economic, and Services Environment",Gender Equity,SEC_marriage_v1.0
1,yes,CNSNFM,Proportion of women formally/non-formally married among all women ages 15 to 17,Proportion of women 15 to 17 formally or non-formally married among all women ages 15 to 17,"Social, Economic, and Services Environment",Gender Equity,SEC_marriage_v1.0
1,yes,CNSNFMARBF18,Proportion of women formally/ non-formally married among all married women,Proportion of women 15 to 17 formally or non-formally married among all married women,"Social, Economic, and Services Environment",Gender Equity,SEC_marriage_v1.0
1,yes,TMPPW,Population and area weighted daily mean temperature,Population and area weighted daily mean temperature calculated as the mean of all temperature values available within the day weighted by area*population for the grid cells overlapping the geographic unit.,Physical and Natural Environment,Climate,TMPDAILY_v1.0
1,yes,TMPX,Area weighted daily mean temperature mean,Area weighted daily mean temperature calculated as the mean of all temperature values available within the day weighted by area for the grid cells overlapping the geographic unit.,Physical and Natural Environment,Climate,TMPDAILY_v1.0
1,yes,TMPMAX,Maximum temperature within the calendar year ,Maximum yearly temperature in Celsius.,Physical and Natural Environment,Climate,TMP_v1.0
1,yes,TMPMEAN,Mean (average) yearly temperature,Mean (average) yearly temperature in Celsius. This is calculated as the mean of all days within the calendar year.,Physical and Natural Environment,Climate,TMP_v1.0
1,yes,TMPMEDIAN,Median yearly temperature,Median yearly temperature in Celsius. This is calculated as the median of all days within the calendar year.,Physical and Natural Environment,Climate,TMP_v1.0
1,yes,TMPMIN,Minimum temperature within the calendar year,Minimum yearly temperature in Celsius.,Physical and Natural Environment,Climate,TMP_v1.0
0,yes,TMPN,Number of days used in calculating average temperature ,Number of days used in calculating the yearly summary measures. This is either 365 or 366 (leap years).,Physical and Natural Environment,Climate,TMP_v1.0
1,yes,TMPQRANGE,Interquartile range of yearly temperature measures,Interquartile range of yearly temperature in Celsius. This is calculated as the interquartile range of all days within the calendar year.,Physical and Natural Environment,Climate,TMP_v1.0
1,yes,TMPSTD,Standard Deviation of yearly temperature measures. ,Standard deviation of year temperature measure. This is calculated as the standard deviation of all days within the calendar year.,Physical and Natural Environment,Climate,TMP_v1.0
1,yes,UCNT,Undercounting factor,Estimated sex-specific undercounting factor,Mortality,Mortality Rates,UCNT_Longit_v2.0
1,yes,BECCM,Number of passenger vehicles and motorbikes,Total number of passenger vehicles and motorbikes per geographical unit (BECPAV + BECMTRB).,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECCMAMOUNT,Number of L2s with available data for passenger vehicles and motorbikes (BECCM) measure,"Number of L2s with available data in that specific city (L1) and year for passenger vehicles and motorbikes (BECCM) measures. In some cities, data is not availale for all sub-city (L2) units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
1,yes,BECCMCHANGE,Percent change in passenger vehicles and motorbikes (BECCM) motorization rate,Percent change in passenger vehicles and motorbikes (BECCM) motorization for 2010-2015 = (BECCMRATE2015 – BECCMRATE2010)/(BECCMRATE2010). Only included in  for year 2015.,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECCMCORRAMT,Expected number of L2s for passenger vehicles and motorbikes (BECCM) measure,"Total number of subcities (L2) within city (L1). If there were no missing data, the is the number of subcities that should have data for passenger vehicles and motorbikes (BECCM) measures. Compare this variable with BECCM_AMOUNTL2 to assess whether the BECCM measures include data from all L2 units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECCMPCTPOP,Percent of city (L1) population with available data for passenger vehicles and motorbikes (BECCM) measures,Percent of city (L1) population with available data for passenger vehicles and motorbikes (BECCM) measures as the sum of population of subcities (L2) with available data divided by total population of city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECCMPOPADD,Total population for passenger vehicles and motorbikes (BECCM) measures,Population value obtained by summing the population of the subcities (L2) with available data for passenger vehicles and motorbikes (BECCM) measures,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECCMPOPCORR,Expected population for passenger vehicles and motorbikes (BECCM) measures,Expected population for passenger vehicles and motorbikes (BECCM) measures as the sum of population for all subcity (L2) units within the city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
1,yes,BECCMRATE,Motorization rate for passenger vehicles and motorbikes (BECCM),Motorization rate passenger vehicles and motorbikes (BECCM) = (BECCM/BECCMPOPADD)*1000,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
1,yes,BECHEV,Number of heavy vehicles,"Number of heavy vehicles per geographical unit (L1/L2 unit.). This includes buses, minibuses and sized trucks.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECHEVAMOUNT,Number of L2s with available data for heavy vehicles (BECHEV) measure,"Number of L2s with available data in that specific city (L1) and year for heavy vehicles (BECHEV) measures. In some cities, data is not availale for all sub-city (L2) units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
1,yes,BECHEVCHANGE,Percent change in heavy vehicles (BECHEV) motorization rate,Percent change in heavy vehicles (BECHEV) motorization for 2010-2015 = (BECHEVRATE2015 –BECHEVRATE2010)/(BECHEVRATE2010). Only included in  for year 2015.,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECHEVCORRAMT,Expected number of L2s for heavy vehicles (BECHEV) measure,"Total number of subcities (L2) within city (L1). If there were no missing data, the is the number of subcities that should have data for heavy vehicles (BECHEV) measures. Compare this variable with BECCM_AMOUNTL2 to assess whether the BECHEV measures include data from all L2 units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECHEVPCTPOP,Percent of city (L1) population with available data for heavy vehicles (BECHEV) measures,Percent of city (L1) population with available data for heavy vehicles (BECHEV) measures as the sum of population of subcities (L2) with available data divided by total population of city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECHEVPOPADD,Total population for heavy vehicles (BECHEV) measures,Population value obtained by summing the population of the subcities (L2) with available data for heavy vehicles (BECHEV) measures,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECHEVPOPCORR,Expected population for heavy vehicles (BECHEV) measures,Expected population for heavy vehicles (BECHEV) measures as the sum of population for all subcity (L2) units within the city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
1,yes,BECHEVRATE,Motorization rate for heavy vehicles (BECHEV),Motorization rate heavy vehicles (BECHEV) = (BECHEV/BECHEVPOPADD)*1000,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
1,yes,BECMTRB,Number of motorbike vehicles,"Number of motorbike vehicles per geographical unit. This includes motorbikes, motorized tricycle and quadricycle and similar vehicle.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECMTRBAMOUNT,Number of L2s with available data for motorbike vehicles (BECMTRB) measure,"Number of L2s with available data in that specific city (L1) and year for motorbike vehicles (BECMTRB) measures. In some cities, data is not availale for all sub-city (L2) units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
1,yes,BECMTRBCHANGE,Percent change in motorbike vehicles (BECMTRB) motorization rate,Percent change in motorbike vehicles (BECMTRB) motorization for 2010-2015 = (BECMTRBRATE2015 –BECMTRBRATE2010)/(BECMTRBRATE2010). Only included in  for year 2015.,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECMTRBCORRAMT,Expected number of L2s for motorbike vehicles (BECMTRB) measure,"Total number of subcities (L2) within city (L1). If there were no missing data, the is the number of subcities that should have data for motorbike vehicles (BECMTRB) measures. Compare this variable with BECCM_AMOUNTL2 to assess whether the BECMTRB measures include data from all L2 units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECMTRBPCTPOP,Percent of city (L1) population with available data for motorbike vehicles (BECMTRB) measures,Percent of city (L1) population with available data for motorbike vehicles (BECMTRB) measures as the sum of population of subcities (L2) with available data divided by total population of city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECMTRBPOPADD,Total population for motorbike vehicles (BECMTRB) measures,Population value obtained by summing the population of the subcities (L2) with available data for motorbike vehicles (BECMTRB) measures,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECMTRBPOPCORR,Expected population for motorbike vehicles (BECMTRB) measures,Expected population for motorbike vehicles (BECMTRB) measures as the sum of population for all subcity (L2) units within the city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
1,yes,BECMTRBRATE,Motorization rate for motorbike vehicles (BECMTRB),Motorization rate motorbike vehicles (BECMTRB) = (BECMTRB/BECMTRBPOPADD)*1000,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
1,yes,BECOTHVR,Number of other vehicles,"Number of other vehicles per geographical unit. This includes only other motorized vehicles such as trailer, tractor, and streetcar.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECOTHVRAMOUNT,Number of L2s with available data for other vehicles (BECOTHVR) measure,"Number of L2s with available data in that specific city (L1) and year for other vehicles (BECOTHVR) measures. In some cities, data is not availale for all sub-city (L2) units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
1,yes,BECOTHVRCHANGE,Percent change in other vehicles (BECOTHVR) motorization rate,Percent change in other vehicles (BECOTHVR) motorization for 2010-2015 = (BECOTHVRRATE2015 –BECOTHVRRATE2010)/(BECOTHVRRATE2010). Only included in  for year 2015.,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECOTHVRCORRAMT,Expected number of L2s for other vehicles (BECOTHVR) measure,"Total number of subcities (L2) within city (L1). If there were no missing data, the is the number of subcities that should have data for other vehicles (BECOTHVR) measures. Compare this variable with BECCM_AMOUNTL2 to assess whether the BECOTHVR measures include data from all L2 units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECOTHVRPCTPOP,Percent of city (L1) population with available data for other vehicles (BECOTHVR) measures,Percent of city (L1) population with available data for other vehicles (BECOTHVR) measures as the sum of population of subcities (L2) with available data divided by total population of city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECOTHVRPOPADD,Total population for other vehicles (BECOTHVR) measures,Population value obtained by summing the population of the subcities (L2) with available data for other vehicles (BECOTHVR)  measures,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECOTHVRPOPCORR,Expected population for other vehicles (BECOTHVR) measures,Expected population for other vehicles (BECOTHVR) measures as the sum of population for all subcity (L2) units within the city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
1,yes,BECOTHVRRATE,Motorization rate for other vehicles (BECOTHVR),Motorization rate other vehicles (BECOTHVR) = (BECOTHVR/BECOTHVRPOPADD)*1000,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
1,yes,BECPAV,Number of passenger vehicles,"Number of passenger vehicles per geograpical unit. This includes car, sport utilitary vehicle (SUV), pick-up truck, light trucks, vans and similar vehicles.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECPAVAMOUNT,Number of L2s with available data for passenger vehicles (BECPAV) measure,"Number of L2s with available data in that specific city (L1) and year for passenger vehicles (BECPAV) measures. In some cities, data is not availale for all sub-city (L2) units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
1,yes,BECPAVCHANGE,Percent change in passenger vehicles (BECPAV) motorization rate,Percent change in passenger vehicles (BECPAV) motorization for 2010-2015 = (BECPAVRATE2015 –BECPAVRATE2010)/(BECPAVRATE2010). Only included in  for year 2015.,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECPAVCORRAMT,Expected number of L2s for passenger vehicles (BECPAV) measure,"Total number of subcities (L2) within city (L1). If there were no missing data, the is the number of subcities that should have data for passenger vehicles (BECPAV) measures. Compare this variable with BECCM_AMOUNTL2 to assess whether the BECPAV measures include data from all L2 units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECPAVPCTPOP,Percent of city (L1) population with available data for passenger vehicles (BECPAV) measures,Percent of city (L1) population with available data for passenger vehicles (BECPAV) measures as the sum of population of subcities (L2) with available data divided by total population of city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECPAVPOPADD,Total population for passenger vehicles (BECPAV) measures,Population value obtained by summing the population of the subcities (L2) with available data for passenger vehicles (BECPAV) measures,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECPAVPOPCORR,Expected population for passenger vehicles (BECPAV) measures,Expected population for passenger vehicles (BECPAV) measures as the sum of population for all subcity (L2) units within the city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
1,yes,BECPAVRATE,Motorization rate for passenger vehicles (BECPAV),Motorization rate passenger vehicles (BECPAV) = (BECPAV/BECPAVPOPADD)*1000,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
1,yes,BECTOTVR,Number of total registered motorized vehicles,Number of total registered motorized vehicles per geographical unit.,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECTOTVRAMOUNT,Number of L2s with available data for total registered motorized vehicles (BECTOTVR) measure,"Number of L2s with available data in that specific city (L1) and year for total registered motorized vehicles (BECTOTVR) measures. In some cities, data is not availale for all sub-city (L2) units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
1,yes,BECTOTVRCHANGE,Percent change in total registered motorized vehicles (BECTOTVR) motorization rate,Percent change in total registered motorized vehicles (BECTOTVR) motorization for 2010-2015 = (BECTOTVRRATE2015 –BECTOTVRRATE2010)/(BECTOTVRRATE2010). Only included in  for year 2015.,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECTOTVRCORRAMT,Expected number of L2s for total registered motorized vehicles (BECTOTVR) measure,"Total number of subcities (L2) within city (L1). If there were no missing data, the is the number of subcities that should have data for total registered motorized vehicles (BECTOTVR) measures. Compare this variable with BECCM_AMOUNTL2 to assess whether the BECTOTVR measures include data from all L2 units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECTOTVRPCTPOP,Percent of city (L1) population with available data for total registered motorized vehicles (BECTOTVR) measures,Percent of city (L1) population with available data for total registered motorized vehicles (BECTOTVR) measures as the sum of population of subcities (L2) with available data divided by total population of city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECTOTVRPOPADD,Total population for total registered motorized vehicles (BECTOTVR) measures,Population value obtained by summing the population of the subcities (L2) with available data for total registered motorized vehicles (BECTOTVR) measures,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
0,yes,BECTOTVRPOPCORR,Expected population for total registered motorized vehicles (BECTOTVR) measures,Expected population for total registered motorized vehicles (BECTOTVR) measures as the sum of population for all subcity (L2) units within the city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
1,yes,BECTOTVRRATE,Motorization rate for total registered motorized vehicles (BECTOTVR),Motorization rate total registered motorized vehicles (BECTOTVR) = (BECTOTVR/BECTOTVRPOPADD)*1000,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0
1,yes,POLFEMELECT,Percent women elected as mayor within city,Percent subcities (or municipalities in Argentina) within a city (L1AD) that have a female elected as mayor in the last known election between 2010-2014 and by 2015 or 2017 for Argentina and by 2015 for Peru,"Social, Economic, and Services Environment",Gender Equity,WomenPP_v1.0
0,yes,POLNFEMELECT,Number of subcity (L2) units to calculate POLFEMELECT,Number of subcity (L2) units (or municipalities aggregated up to L1AD in Argentina) used to cal-culate the percent women elected as mayor.,"Social, Economic, and Services Environment",Gender Equity,WomenPP_v1.0
0,yes,POLNSEX,Number of municipalities to calculate POLSEX ,Number of municipalities aggregated up to subcities (L2) in Argentina (used to calculate the percent female elected as mayor).,"Social, Economic, and Services Environment",Gender Equity,WomenPP_v1.0
1,yes,POLSEX,Percent women elected as mayor within subcity,"Indicator variable of whether the elected mayor in the election for the specified year was a woman or for Argentina, percent of municipalities within a subcity (L2) that have a female elected as mayor in the last known election in 2015 or 2017.","Social, Economic, and Services Environment",Gender Equity,WomenPP_v1.0
1,yes,SPVBMIOBESE,Adult obesity prevalence,Prevelence estimate for obesity in adults aged 18 and older. Obesity is defined as body mass index (BMI) >=30 based on WHO classification. BMI was calculated from objectively measured height and weight.,Health Risk Factors,Adult Biomedical Risk Factors,adult_survey_prevalence_v1.0
1,yes,SPVBMIOVOB,Adult overweight and obese prevalence,Prevalence estimate for overweight and obese in adults aged 18 and older. Overweight and obese is defined as body mass index (BMI) >=25 based on WHO classification. BMI was calculated from objectively measured height and weight.,Health Risk Factors,Adult Biomedical Risk Factors,adult_survey_prevalence_v1.0
1,yes,SPVBMISOBESE,Adult obesity prevalence,Prevelence estimate for obesity in adults aged 18 and older. Obesity is defined as body mass index (BMI) >=30 based on WHO classification. BMI was calculated from self-reported height and weight.,Health Risk Factors,Adult Biomedical Risk Factors,adult_survey_prevalence_v1.0
1,yes,SPVBMISOVOB,Adult overweight and obese prevalence,Prevalence estimate for overweight and obese in adults aged 18 and older. Overweight and obese is defined as body mass index (BMI) >=25 based on WHO classification. BMI was calculated from self-reported height and weight.,Health Risk Factors,Adult Biomedical Risk Factors,adult_survey_prevalence_v1.0
0,yes,SPVBMISUWT,Adult underweight prevalence,Prevalence estimate for underweight in adults aged 18 and older. Underweight is defined as body mass index (BMI) <18.5 based on WHO classification. BMI was calculated from self-reported height and weight.,Health Risk Factors,Adult Biomedical Risk Factors,adult_survey_prevalence_v1.0
0,yes,SPVBMIUWT,Adult underweight prevalence,Prevalence estimate for underweight in adults aged 18 and older. Underweight is defined as body mass index (BMI) <18.5 based on WHO classification. BMI was calculated from objectively measured height and weight.,Health Risk Factors,Adult Biomedical Risk Factors,adult_survey_prevalence_v1.0
0,yes,SPVCESD7CAT,Clinically significant depressive symptoms prevalence based on CESD-SF7,Prevalence Estimate for clinically significant depressive symptoms based on Center for Epidemiological Studies Depression short form (CESD-SF7) depressive symptoms scale in adults aged 18 and older. Clinically significant depressive symptoms is defined as CESD-SF7 score >=9.,Health Risk Factors,Adult General and Mental Health,adult_survey_prevalence_v1.0
0,yes,SPVCURRALC1,Prevalence of current alcohol use within past 30 days,Prevalence Estimate for current alcohol use within the past 30 days in adults aged 18 and older. Current alcohol use is defined as drinking at least one alcoholic beverage in the past 30 days.,Health Risk Factors,Adult Behavioral Risk Factors,adult_survey_prevalence_v1.0
0,yes,SPVCURRALC2,Prevalence of current alcohol use within past 12 months,Prevalence estimate for current alcohol use within past 12 months in adults aged 18 and older. Current alcohol use is defined as drinking at least one alcoholic beverage in the past 12 months as recommended by the World Health Organization (WHO) Global Alcohol Report (https://www.who.int/substance_abuse/publications/global_alcohol_report/msbgsruprofiles.pdf).,Health Risk Factors,Adult Behavioral Risk Factors,adult_survey_prevalence_v1.0
1,yes,SPVDBDX1,Prevalence of diabetes diagnosis excluding gestational diabetes,"Prevelance estimate of diabetes diagnosis excluding gestational diabetes in adults aged 18 and older. Diabetes diagnosis is considered as self-reporting a diagnosis from doctor, physician or other medical professional. Females who reported that the diabetes was diagnosed only during pregnancy are considered to be non-diabetic.",Health Risk Factors,Adult Biomedical Risk Factors,adult_survey_prevalence_v1.0
1,yes,SPVDBDX2,Prevalence of diabetes diagnosis including gestational diabetes,"Prevelance estimate of diabetes diagnosis including gestational diabetes in adults aged 18 and older. Diabetes diagnosis is considered as self-reporting a diagnosis from doctor, physician or other medical professional. Females who reported that the diabetes was diagnosed only during pregnancy are considered to be diabetic.",Health Risk Factors,Adult Biomedical Risk Factors,adult_survey_prevalence_v1.0
0,yes,SPVDXDEP,Prevalence of depression diagnosis,Prevalence estimate for depression diagnosis in adults aged 18 and older. A survey respondent is classified as having depression diagnosis if they self-report having been told by a physician or health care provider that they have depression.,Health Risk Factors,Adult General and Mental Health,adult_survey_prevalence_v1.0
1,yes,SPVHLTHFP,Prevalece of fair or poor self-rated health,"Prevalence estimate for fair or poor self-rated health in adults aged 18 years and older. Self-reported health status was dichotomized as reporting very poor, poor or fair health vs. good, very good, or excellent health.",Health Risk Factors,Adult General and Mental Health,adult_survey_prevalence_v1.0
1,yes,SPVHTMED,Prevalence of current pharmacological treatment for hypertension,Prevalence estimate for current pharmacological treatment for hypertension in adults aged 18 and older. Pharmalogical treatment is defined as self-reporting medication use for hypertension or high blood pressure.,Health Risk Factors,Adult Biomedical Risk Factors,adult_survey_prevalence_v1.0
1,yes,SPVMAM2YRS,Prevalence of receiving mammogram in past 2 years amongst women aged 50-79,Prevalence estimate for receiving a mammogram in past 2 years amongst women aged 50-19.,"Social, Economic, and Services Environment",Health Care Access,adult_survey_prevalence_v1.0
0,yes,SPVPAGLOBCAT,Prevalence of meeting recommended physical activity through global physical activity,"Prevalence estimate of meeting WHO exercise guidelines through global physical activity in adults aged 18 and older. A cutoff point of 150 minutes per week was used to classify subjects as active versus inactive in accordance with the recommendations from WHO, 2018 definition of active as at least 150 minutes of moderate-intensity physical activity throughout the week, or at least 75 minutes of vigorous-intensity physical activity throughout the week, or an equivalent combination of moderate- and vigorous-intensity activity. Global physical activity includes physical activity from transportation or leisure time activities.",Health Risk Factors,Adult Behavioral Risk Factors,adult_survey_prevalence_v1.0
0,yes,SPVPALEISCAT,Prevalence of meeting recommended physical activity through leisure physical activity,"Prevalence estimate of meeting WHO exercise guidelines through leisure time physical activity in adults aged 18 and older. A cutoff point of 150 minutes per week was used to classify subjects as active versus inactive in accordance with the recommendations from WHO, 2018 definition of active as at least 150 minutes of moderate-intensity physical activity throughout the week, or at least 75 minutes of vigorous-intensity physical activity throughout the week, or an equivalent combination of moderate- and vigorous-intensity activity.",Health Risk Factors,Adult Behavioral Risk Factors,adult_survey_prevalence_v1.0
1,yes,SPVPAP3YRS,Prevalence of receiving pap test in past 3 years amongst women aged 25-49,Prevalence of receiving pap test in past 3 years amongst women aged 25-49.  Three years was chosen to meet the recommended time frame of cancer screening guidelines.,"Social, Economic, and Services Environment",Health Care Access,adult_survey_prevalence_v1.0
0,yes,SPVPHQ9DEP,Major depressive symptoms prevalence based on PHQ-9,Prevalence Estimate for major depressive symptoms based on Patient Health Questionnaire (PHQ9) depressive symptoms scale in adults aged 18 and older. Major depressive symptoms is defined as PHQ9 score >=10.,Health Risk Factors,Adult General and Mental Health,adult_survey_prevalence_v1.0
0,yes,SPVSMKCUR,Prevalence of current smokers,"Prevalence estimate for current smoker amonst adults aged 18 and older. Current smokers are smokers of cigarettes or tobacco products. If a tobacco use question is available, then it is used to create this variable (this follows WHO definitions). If it is absent but a cigarette use question is available, the cigarette use question is used. For CO-ENSIN2010, GT-DHS2015, NI-CAMID2003 and PE-ENDES2016 where lifetime smoking is not available, this uses the version of current smoking available for that survey. NI-CAMDI2003 is current tobacco use > 100 and CO-ENSIN2010, GT-DHS2015, and PE-ENDES2016 are current cigarette use any amount. Recommendations: For most analyses, the combined version of cigarette and tobacco use (SVYSMKHX and SVYSMKCUR) can be used. Caution should be taken in the interpretation given the differences in how tobacco use is collected.",Health Risk Factors,Adult Behavioral Risk Factors,adult_survey_prevalence_v1.0
1,yes,SVYOVWTCH,Prevalence estimate for percent of children who are overweight,Prevalence estimate for percent of children aged 1-4 years who are overweight. Overweight is defined as weight for height z-score > 2.,Health Risk Factors,"Childhood Biomedical Risk Factors	",child_survey_prevalence_city_v1.0
1,yes,SVYSTUNTCH,Prevalence estimate for percent of children who are stunting,Prevalence estimate for percent of children aged 1-4 years who are stunting. Stunting is defined as height for age z-score < -2.,Health Risk Factors,"Childhood Biomedical Risk Factors	",child_survey_prevalence_city_v1.0
1,yes,SVYWASTECH,Prevalence estimate for percent of children who are wasting,Prevalence estimate for percent of children aged 1-4 years who are wasting. Wasting is defined as weight for height z-score < -2.,Health Risk Factors,"Childhood Biomedical Risk Factors	",child_survey_prevalence_city_v1.0
1,yes,CNSGIIV1,Gender inequality index (GII),"This measure was adapted from the Gender Inequality Index developed by the United Nations Development Fund (UNDP), which uses country-level data to characterize three dimensions: health (maternal mortality and adolescent birth rates), empowerment (education and government), and the labor market (labor force participation). This index is a measure of the loss in potential human development due to inequality between women and men in these three dimensions. It ranges from 0, indicating a context where women and men fare equally, to 1, indicating a context in which one gender fares poorly compared to the other in all measured dimensions. For SALURBAL cities, we adapted the index to capture gender-based disadvantage and created 2 versions, one including the three dimensions and the other one including only two dimensions: empowerment and the labor market. This is the verion using all three dimentions. It was constructed using city level data from vital registrations and population projections, census: % female and male labor force participation, % female and male population 25+ with at least high school education, and the % women and men in mayoral positions in the government for the period of 2010-2015 obtained from different sources for each country.  To construct the index, we followed the formulas described by UNDP.","Social, Economic, and Services Environment",Gender Equity,wescores_v1.0
1,yes,CNSGIIV2,Gender inequality index (GII) without health component,"This measure was adapted from the Gender Inequality Index developed by the United Nations Development Fund (UNDP), which uses country-level data to characterize three dimensions: health (maternal mortality and adolescent birth rates), empowerment (education and government), and the labor market (labor force participation). This index is a measure of the loss in potential human development due to inequality between women and men in these three dimensions. It ranges from 0, indicating a context where women and men fare equally, to 1, indicating a context in which one gender fares poorly compared to the other in all measured dimensions. For SALURBAL cities, we adapted the index to capture gender-based disadvantage and created 2 versions, one including the three dimensions and the other one including only two dimensions: empowerment and the labor market. This is the verion using two dimentions. It was constructed using city level data from vital registrations and population projections, census: % female and male labor force participation, % female and male population 25+ with at least high school education, and the % women and men in mayoral positions in the government for the period of 2010-2015 obtained from different sources for each country.  To construct the index, we followed the formulas described by UNDP.","Social, Economic, and Services Environment",Gender Equity,wescores_v1.0
1,yes,CNSWA1,Labor Force Women’s Achievement (or women's achievement score 1),"The variable captures factors related to employment and marriage. This score includes two variables: 1) % of women in the labor force, 2) % women 15-17 married among the female 15-17 population.  For the construction of the score, we reverse coded the marriage indicator so higher score values signify higher achievements. A higher value indicates higher achievement among women. The variable uses census measures: The labor force participation rate among the female population 15 years or above and the proportion of females aged 15-17 who were married among the total female population ages 15 to 17 (reverse coded). Women's achievement scores were derived from a principle components analysis.","Social, Economic, and Services Environment",Gender Equity,wescores_v1.0
1,yes,CNSWA2,Education Women’s Achievement   (or women's achievement score 2),"The variable captures factors related to women’s education. It includes 2 indicators: 1) % women ages 25+ with at least high school education (Proportion of the female population aged 25 or older who completed secondary education or above), 2) % women ages 25+ with at least university education (Proportion of the female population aged 25 or older who completed university education or above). A higher value indicates higher education among women. This version of Education Woman’s Achievement includes all L1ADs where census measures are available and the z-scores are created using the mean and standard deviation of the whole sample. Women's achievement scores were derived from a principle components analysis.","Social, Economic, and Services Environment",Gender Equity,wescores_v1.0
